ID,ProjectNumber,Project,Output Code,Month,Year,Value,Stat,Impact Indicator Old,Impact Indicator New,Unit,Valid,Original?,Notes/More detail required?,Project2,Historic/Logframe,Source,Verification
1837,94,Blue Climate,U.1,Dec,2023,7,"December 2023 (COP28 - Dan spoke on 3x panels, Maddie spoke on 2x panels, Gabi spoke on 2x panels)",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1838,94,Blue Climate,U.2,Dec,2023,1700,Conservative estimates based on online and in person audience present at the above events ,4.2.1,5.3.1,Number of stakeholders,1,1,,,Logframe,,
1839,94,Blue Climate,U.3,Feb,2023,1,Feb 2023 - accepted onto Brighttide Blue Carbon accelerator #,Progress,Progress,-,,,,,Logframe,,
1840,94,Blue Climate,U.3,Oct,2023,1,Oct 2023 - James joined Wavemakers Ocean Activist Programme ,Progress,Progress,-,,,,,Logframe,,
1841,94,Blue Climate,U.4,Oct,2023,1,1) Mangrove manual (Oct 2023)  https://www.mangrovealliance.org/wp-content/uploads/2023/10/Best-Practice-Guidelines-for-Mangrove-Restoration_v4.pdf,4.2.2,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,1,,,Logframe,,
1842,94,Blue Climate,U.4,Jul,2023,1,2) Blue carbon handbook (July 2023) https://oceanpanel.org/publication/blue-carbon/,4.2.2,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,1,,,Logframe,,
1843,94,Blue Climate,U.4,Nov,2023,1,3) Ocean Conference 'what do we want to see' doc (Nov 2023) https://ocean-climate.org/wp-content/uploads/2023/10/SYNTHESIS-REPORT-A-Call-to-All-the-Voices.pdf,4.2.2,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,1,,,Logframe,,
1844,96,Economics,O.4.1,Apr,2023,1,1 published on how to finance large scale marine conservation: https://www.bluemarinefoundation.com/2023/04/14/how-do-we-pay-to-protect-the-ocean-the-finance-behind-saving-our-seas/ ,5.1.1,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1845,96,Economics,O.5.2,Feb,2023,1,"Workshop held for Barclays sustainable finance team, ESG team, and climate team on blue economics and finance mechanisms with opportunities to engage and ask questions (Febuary). ",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1846,96,Economics,O.5.2,Feb,2023,1,Workshop held for Toniic Impact Investors on investable blue finance mechanisms (Febuary). ,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1847,96,Economics,O.5.2,Mar,2023,1,"We spoke at the Economists Ocean Summit (March), for:",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1848,96,Economics,O.5.2,Jun,2023,1,"EY sustainable investments team (June), ",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1849,96,Economics,O.5.2,Jun,2023,1,"RBC on Biodiversity Creits (June), ",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1850,96,Economics,O.5.2,May,2023,1,"Savills on financing marine conservation (May), ",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1851,96,Economics,O.5.2,Jun,2023,1,and at the Kings College Design Bienalle on the economics of marine conservation (June). ,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1852,96,Economics,O.5.2,Oct,2023,1,A webinar on the importance and need for biodiversity credits conducted with Plan Vivo and goodcarbon in October 2023.,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1853,34,Berwickshire,O.4.1,Sept,2022,1,Jenny Hickman's MSc dissertation report -  Shipwrecks act as de facto marine protected areas in areas of heavy fishing pressure (Sep 2022) - currently submitted for publication - repoprt can be found here on SP - https://bluemarinefoundation.sharepoint.com/:b:/s/Projects/EVBVyfFOpQxGozLlUZsVjYcB5OVfbHBhwGzxQ-y09V2NFQ?e=Tm5qev,1.4.1,1.1.1,"Reports, investigations, published papers or similar",,1,,,Logframe,,
1854,34,Berwickshire,O.7.2,May,2023,1,Joint letter sent to Cab sec regarding new position and HPMA commitment (May 2023),Progress,Progress,-,,,,,Logframe,,
1855,34,Berwickshire,O.7.2,Sept,2023,1,Joint letter sent to Cab sec Sep 2023 raising concerns over delay to protection in MPAs,Progress,Progress,-,,,,,Logframe,,
1856,20,Maldives,O.1.6,,2023,1,"Laamu coral reef assessment report 2022 compiled for public sharing.
Completed 45 LEK interviews in Haa Alifu and Haa Dhaalu atolls.
Completed historical literature review from 1910-1975.
Completed 12 months ground and marine water quality assessments on three islands, bi-annual assessments on two islands and three reef sites. ",1.4.1,1.1.1,"Reports, investigations, published papers or similar",,1,,,Logframe,,
1857,50,National Marine Parks,O.8.2,Dec,2022,1,Legal review for Scotland was shared with Nature Scot on 01 Dec 2022.,1.4.1,1.1.1,"Reports, investigations, published papers or similar",,1,,,Logframe,,
1858,XX,Bottom-towed fisheries,O.3.2,Apr,2023,3801,"800 petition signatories between March and April 2023
Social media pack created 
MSP eaction created and share with signatory base resultingin over 3000 emials to MSPs being sent from Scottish residents. ",4.2.1,5.3.1,Number of stakeholders,1,1,,,Logframe,,
1859,XX,Bottom-towed fisheries,O.3.4,Nov,2023,1,CTP completed November 2023(Over 50 testimonies and photographic portraits of people from all over Scotland) and ready to be  distributed in Q1 of 2024 ,4.2.2,5.3.2,Tools/‌activities,1,,,,Logframe,,
1860,XX,Bottom-towed fisheries,O.3.6,Dec,2023,16,As of of Decemebr 2023 there 136 Our Sea member organsiations ,5.4.3,5.6.3,Number of member organisations/‌representatives,,,,,Logframe,,
1861,XX,Solent,O.2.2,Apr,2023,0.0049,0.0025 of oyster reef in the River Hamble (April 2023),2.2.1,2.2.2,Number of species,,,,,Logframe,,
1862,XX,Solent,O.2.2,Feb,2023,0.0024,0.0024 of saltmarsh at Itchenor (February 2023),2.2.1,2.2.2,Number of species,,,,,Logframe,,
1863,XX,Solent,O.2.2,Oct,2023,2,2 shingle islands restored and 2 new islands created at Farlington (October 2023),2.2.1,2.2.2,Number of species,,,,,Logframe,,
1864,XX,Solent,O.3.3,May,2023,1,"Papers informed by the project and published in 2023 include:
- zu Ermgassen, P.S.E., ... Colsoul, B. (2023). Overcoming Ostrea edulis seed production limitations to meet ecosystem restoration demands in the UN decade on restoration. Aquat. Living Resour., 36, 16. DOI: 
https://doi.org/10.1051/alr/2023012 ",2.1.1,2.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,,,,Logframe,,
1865,XX,Solent,O.3.3,Jan,2023,1,"Papers informed by the project and published in 2023 include: - Hughes, A., Bonačić, K., … zu Ermgassen, P.S.E. (2023). Site selection for European native oyster (Ostrea edulis) habitat restoration projects: An expert-derived consensus. Aquatic Conservation: Marine and Freshwater Ecosystems. https://doi.org/10.1002/aqc.3917",2.1.1,2.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,,,,Logframe,,
1866,XX,Solent,O.4.1,Aug,2023,2,Shared case study template with all partners in July. UoP returned two case studies in August 2023.,2.4.1,2.1.1,"Reports, ‌investigations, published papers or similar (please specify).",,,,,Logframe,,
1868,XX,Solent,O.4.3,,2023,27,"Blue Marine had five meetings with Hampshire County and Isle of Wight (IoW) councils to discuss incorporating marine elements into LNRS. Blue Marine is co-delivering Solent Marine workshops with the Solent Forum to embed marine ecosystems into IoW and Hampshire County councils LNRS. CHaPRoN attended regular meetings (a total of 12) with West Sussex Council about their LNRS and attended two meetings with Hampshire County Council. HIWWT attended eight monthly meetings as part of the Local Nature Partnership where Hampshire CC and IoW Council update on LNRS plans.
Joined two steering meetings with Hampshire CC as members of the LNRS steering group. EA attended the Southeast Local Nature Partnership to discuss and support the inclusion of coast and marine into LNRS. IoWEP attended a discussion on the development of the Isle of Wight LNRS",Progress,Progress,-,,,,,Logframe,,
1869,XX,Solent,O.4.4,,2023,1,"Confirmed as one of seven pilot projects for a biodiversity credit scheme with Plan Vivo, started monitoring programme.
Attended a workshop by ELP on accessing carbon financing for nature restoration in September.",Progress,Progress,-,,,,,Logframe,,
1870,XX,Solent,O.5.2,,2023,162,"Volunteer steering group set up by HIWWT in September, 27 attendees so far. 
oyster volunteering numbers: 135 as of November 2023.",4.3.1,5.6.3,Number of member organisations/‌representatives,1,,,,Logframe,,
1871,XX,Solent,O.5.4a,,2023,2017,"Saltmarsh restoration film: 1.7k
Seascape introduction film: 317",Digital Views,Digital views,Digital views,,,,,Logframe,,
1872,13,Dutch Caribbean,U.1,,2023,0,Literature review and background research completed (Mar - Oct); first draft of NPP produced (October);  >10 meetings with Curacao government Policy Advisor (Aug - Dec); meeting with Secretary General of Environment Ministry (Nov); second draft of NPP underweay (Dec); planning for next round of stakeholder engagement underway (Dec),Progress,Progress,-,,,,,Logframe,,
1873,13,Dutch Caribbean,U.2,Nov,2023,10,"7 stakeholder meetings conducted in November for nature policy plans 
Have had interest from 10 community members on the island and have run 3 presentations on the topic of turtle patrols and sea turtle biology.",4.2.1,5.3.1,Number of stakeholders,1,1,,,Logframe,,
1874,13,Dutch Caribbean,U.3,?,2023,10,"Attendees of 7 stakeholder meetings conducted in November for nature policy plans;
Have had interest from 10 community members on the island and have run 3 presentations on the topic of turtle patrols and sea turtle biology.",4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1875,13,Dutch Caribbean,U.4,?,2023,1,"Minister Arends announced his commitment to the designation of a Hope Spot in Aruba's waters at the Our Ocean conference in April 2023, and again at the DCNA symposium in November 2023; Blue Nature Alliance grant secured to facilitate the designation in 2024 / 2025",Hope spot,Hope spot,Hope spots,,,,,Logframe,,
1876,13,Dutch Caribbean,U.5,Apr,2023,9128,Curacao Government committed to designating 30% of EEZ as offshore MPA (April 2023),1.1.1,1.2.1,proposed km2,,1,,,Logframe,,
1877,13,Dutch Caribbean,U.6,Sept,2023,1,Junior ranger training programme delivered - attended by 9 students (September 2023),4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1878,13,Dutch Caribbean,U.7,Sept,2023,9,Junior ranger training programme delivered - attended by 9 students (September 2023),4.2.1,5.3.1,Number of stakeholders,1,1,,,Logframe,,
1879,13,Dutch Caribbean,U.8,Dec,2023,0,Identified law firm to undertake review (Oct); met with law firm to discuss process (Nov); received quote and timeline from law firm (Dec); Agreed to appoint law firm and begin review (Dec),Progress,Progress,-,,,,,Logframe,,
1880,13,Dutch Caribbean,U.9,Dec,2023,0,"July - Sept: Recorded 20 green turtle nests on Zeelandia and 112 activities in total. Five nests have been relocated due to close proximity to high tide line. Staff / volunteers have encountered 11 turtles on night patrols, and took diatom swabs from two of these in order to gain further information on the health of the individuals. 
Have had interest from 10 community members on the island and have run 3 presentations on the topic of turtle patrols and sea turtle biology. Four of the volunteers have already joined patrols with us, with the remainder either showing an interest in joining in the near future, or providing us with information when they encounter activity when walking the beaches by themselves",Progress,Progress,-,,,,,Logframe,,
1881,13,Dutch Caribbean,O.4.1,Dec,2022,1500,"1500 Students transported - throughout the year, for monthly numbers, split figure by 12",4.1.2,5.2.2,Number of non-monetary beneficiaries,1,1,,,Logframe,,
1882,13,Dutch Caribbean,O.5.1,Oct,2023,,Research Center was opened in Oct. Had a successful launch event - opened by Dutch Director General for Nature and Fisheries. Now up and running ,Progress,Progress,-,,,,,Logframe,,
1867,XX,Solent,O.4.2,,2023,20,"Blue Marine Foundation team attended ReMeMaRe. (July) and Louise gave presentation on project. Project partners have attended numerous meetings/conferences, including:
ReMeMaRe (Jul 2023); ELSP Accessing carbon financing for nature restoration (Sep 2023); Meeting with LIFE Recreation Remedies to look at possibility to join-up (Aug 2023); Seascape project presented at ZSL conference on ecological connectivity (Nov 2022); Coastal Futures (Jan 2023); Saltmarsh Specialist Forum (Jun 2023); FSBI: Fish Ecology in a Changing Climate Conference (Jul 2023); Estuarine & Coastal Sciences Association Conference 2023; Ocean Action Conference (Jun 2023). In addition, partners attend the following meetings/ groups on a regular basis: Solent Forum; Sea the Value; UK Seascape Restoration Research Network; Three Harbours Project, Interreg RaNTrans project; Hurst to Lymington coastal strategy; Thorney Island Conservation Committee; Langstone Harbour Advisory Committee; Habitat Compensation and Restoration Programme; Local Government Authority SIG; Noltii Forum",4.2.2,5.3.2,Tools/‌activities,1,0,To split when time,,Logframe,,
1883,13,Dutch Caribbean,O.8.1,?,2022,1,1: Employment of Dutch policy advocate (Irene Kingman) within DCNA,4.1.1,5.2.1,Number of monetary beneficiaries,,,,,Logframe,,
1884,13,Dutch Caribbean,O.8.3,Dec,2022,2,1: Workshop on MPA management on Bonaire with all siz islands - December 2022,4.2.2,5.3.2,Tools/‌activities,1,1,,,Logframe,,
1885,20,Maldives,O.1.1,,2022,,Laamu Hithadhoo Council has announced their intention to establish a community conservation area ,Progress,Progress,-,,,,,Logframe,,
1886,20,Maldives,O.1.5,,2022,1,Laamu Hithadhoo Council has announced their intention to establish a community conservation area to protect a critical grouper spawning aggregation.,1.3.3,1.4.1,Number of species and/or habitats ,,,,,Logframe,,
1887,35,Jersey,O.7.3,Sept,2023,1,Les Sauvages Report completed and submitted to GOJ in September 2023,1.4.1,1.1.1,"Reports, investigations, published papers or similar",1,1,,,Logframe,,
1378,37,SARF,O.2.2,Nov,2021,120,Cuttle: 120 attended symposium,4.2.1,5.3.1,Number of stakeholders,1,0,,,Logframe,,
1888,34,Berwickshire,O.7.2,Dec,2021,1,"MPA SEIA consultation (Dec 2021), ",1.4.1,1.1.1,"Reports, investigations, published papers or similar",,1,Bottom towed fisheries,,Logframe,,
1890,93,Investigations,U.9,Oct,2023,3,"New AIS reports published: 
https://static1.squarespace.com/static/645662d9155d6a5bec4b27e8/t/648d895f6ca0e13bf82a3f44/1686997351332/23-010-AIS-utilization-in-ICCAT-by-European-flagged-fishing-vessels-between-2018-2021a.pdf",1.4.1,4.1.1,"Reports, ‌investigations, published papers or similar",1,1,,,Logframe,,
1891,50,National Marine Parks,O.1.2,May,2021,1,NMP vision report published (May 2021) ,1.4.1,5.1.1,"Reports, ‌investigations, published papers etc",,1,,,Logframe,,
1892,35,Jersey,O.5.1,Oct,2022,1,Phase 1 blue carbon report completed and published with GoJ under our Blue Carbon partnership in Oct 2022,1.4.1,1.1.1,"Reports, investigations, published papers or similar",1,1,,,Logframe,,
1893,20,Maldives,O.1.6,,2022,15,15: Completed 45 interviews on Laamu Atoll and completed an initial analysis of 15 interviews. ,Progress,Progress,-,,,,,Logframe,,
1894,35,Jersey,O.5.2,Oct,2022,1,PhD chapter published - Removal of bottom-towed fishing from whole-site Marine Protected Areas promotes mobile species biodiversity (released in Oct 2022),1.4.1,1.1.1,"Reports, investigations, published papers or similar",1,1,,,Logframe,,
1895,20,Maldives,O.1.7,,2022,1,Laamu fisher meeting report shared with the government.,Progress,Progress,-,,,,,Logframe,,
1896,20,Maldives,O.1.8,,2022,1,MoU signed with Laamu Hithadhoo Council to establish a Community Conservation Area,1.4.3,1.1.2,Number of changes,1,1,,,Logframe,,
1897,20,Maldives,O.1.1,,2023,5.83,Laamu Hithadhoo Community Conservation Area in the final stages of being announced.,Progress,Progress,-,,,,,Logframe,,
1898,20,Maldives,O.1.2,,2023,5.83,Draft regulation was submitted to LGA for gazetting in September 2023.,1.1.2,1.2.2,designated km2,,,,,Logframe,,
1899,20,Maldives,O.1.3,,2023,1,Hithadhoo CCA Management plan drafted & presented to Hithadhoo Council and at 4 stakeholder consultation meetings held. Report written. Feedback included in the management plan.,Progress,Progress,-,,,,,Logframe,,
1900,20,Maldives,O.1.5,,2023,4,"Laamu's MPAs (Vadinolhi, Fushi, Gaadhoo) and Hithadhoo CCA are grouper spawning sites ",1.3.3,1.4.1,Number of species and/or habitats ,,,,,Logframe,,
1901,35,Jersey,O.5.2,Nov,2022,1,PhD chapter published - The socio-economic impact of Marine Protected Areas in Jersey: A fishers’ perspective (released in Nov 2022),1.4.1,1.1.1,"Reports, investigations, published papers or similar",1,1,,,Logframe,,
1902,20,Maldives,O.1.7,,2023,3,"The following reports have been shared with the Government and ENDhERI Project MPA management plan and Natural Capital development consultants:
-Laamu coral reef assessment report 2022 
-Laamu fisheries biomass study 2022
-Laamu gleaning fishery report 2022",1.4.2,Removed,#N/A,,,,,Logframe,,
1903,20,Maldives,O.2.1,,2020,1,All species of parrotfish protected in the Maldives two month's after Blue Marine's #FishForTomorrow campaign.,2.1.1,1.1.2,Number of changes,1,,,,Logframe,,
1904,20,Maldives,O.2.2,,2020,1,Grouper fisher management report finalized,3.4.1,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,1,,,Logframe,,
1905,20,Maldives,O.2.3,,2020,1,Grouper fisher management report shared with the government.,Progress,Progress,-,,,,,Logframe,,
1906,20,Maldives,O.2.1,,2021,0,The Maldives shark fishing ban maintained through Blue Marine's #SaveOurSharks campaign,2.1.1,4.1.2,Number of policy instruments/regulations or similar influenced,1,,,,Logframe,,
1908,20,Maldives,O.2.3,,2021,1,Laamu resource use survey report shared with the government.,3.4.2,Removed,#N/A,,,,,Logframe,,
1909,20,Maldives,O.2.6,,2021,31,30 male fishers and 1 female fisher attended the Laamu fisher forum.,3.2.2,5.6.1,Number of stakeholders,,,,,Logframe,,
1910,20,Maldives,O.2.2,,2022,4,"Laamu Fisher Forum report complied.
Fish biomass being removed from Laamu's reefs
fish biomass on Laamu's reefs
gleaning fishery report.",3.4.1,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,1,,,Logframe,,
1911,20,Maldives,O.2.3,,2022,1,Laamu Fisher Forum report shared with the government.,Progress,Progress,-,,,,,Logframe,,
1913,20,Maldives,O.2.3,,2023,4,"The following reports have been shared with the Government and ENDhERI Project MPA management plan and Natural Capital development consultants:
-Laamu coral reef assessment report 2022 
-Laamu fisheries biomass study 2022
-Laamu gleaning fishery report 2022.
-Assessment of Laamaseelu Masveriyaa programme at Six Senses Laamu 2022 ",Progress,Progress,-,,,,,Logframe,,
1914,20,Maldives,O.3.1,,2020,37,"37 resorts supported the #ProtectMaldivesSeagrass campaign.
Laamaseelu Masveriyaa programme active at Six Senses Laamu.",4.2.3,5.3.3,Percentage,,,,,Logframe,,
1915,20,Maldives,O.3.2,,2020,1,Six Senses Laamu,Progress,Progress,-,,,,,Logframe,,
